Id,SalePrice
1747,214998.0718
1748,225211.9243
1749,153945.8192
1750,130948.7835
1751,240036.723
1752,115064.7027
1753,132533.7375
1754,196353.6342
1755,176665.4585
1756,130844.5158
1757,121622.6753
1758,142177.6293
1759,158106.3798
1760,170095.313
1761,153602.2599
1762,169790.5916
1763,177101.4076
1764,117046.9324
1765,147247.1455
1766,174268.2432
1767,215389.7006
1768,144910.8672
1769,167623.7983
1770,147580.231
1771,137505.0697
1772,132709.7142
1773,124229.7722
1774,137380.4459
1775,144283.0722
1776,118641.0836
1777,115296.3591
1778,140967.0127
1779,112486.436
1780,172891.9424
1781,127236.6545
1782,87627.13174
1783,140757.9955
1784,109713.9229
1785,130420.1808
1786,161700.5364
1787,153491.3423
1788,57299.66312
1789,109145.5358
1790,82568.29919
1791,179020.0568
1792,152938.5278
1793,136241.6128
1794,145142.7042
1795,130929.1778
1796,121533.7633
1797,114719.2774
1798,129933.7259
1799,115096.3084
1800,136124.9506
1801,122759.0101
1802,132403.5837
1803,150763.6212
1804,136098.6629
1805,133336.1142
1806,109882.367
1807,139495.027
1808,115506.5221
1809,109791.9343
1810,147029.1992
1811,103079.8137
1812,98015.24174
1813,121207.0035
1814,103589.8643
1815,47580.51387
1816,104170.1606
1817,110466.1426
1818,147825.1749
1819,133408.9798
1820,47857.69445
1821,95670.58439
1822,144037.0624
1823,55388.06072
1824,131957.1261
1825,130629.05
1826,96250.01648
1827,103490.4601
1828,139480.3059
1829,133896.5309
1830,148358.9685
1831,166473.2981
1832,50677.82192
1833,128874.4237
1834,120648.2153
1835,124242.6493
1836,126098.1068
1837,94226.55758
1838,116138.7221
1839,83778.42578
1840,178236.279
1841,149033.9512
1842,82696.84035
1843,132566.781
1844,139555.3901
1845,140894.0361
1846,156397.5207
1847,153975.458
1848,44032.59971
1849,109963.6346
1850,120556.6325
1851,163099.193
1852,120468.29
1853,124893.0334
1854,162375.6161
1855,139566.8597
1856,212692.5485
1857,150083.555
1858,140309.766
1859,118657.0514
1860,176745.187
1861,118563.8206
1862,303018.8565
1863,298658.231
1864,298658.231
1865,358001.36
1866,343365.5819
1867,248384.4903
1868,298113.2264
1869,202409.4474
1870,228532.0684
1871,262696.5222
1872,169959.9634
1873,236697.2559
1874,135530.1512
1875,196046.2069
1876,204672.408
1877,202092.5305
1878,193407.0043
1879,128058.7505
1880,134573.9806
1881,233527.5407
1882,239302.694
1883,181770.6615
1884,200699.2788
1885,218479.8554
1886,299964.4945
1887,203818.6806
1888,278239.7317
1889,156074.9527
1890,115504.0253
1891,134943.9205
1892,95835.12381
1893,121234.8559
1894,114564.6605
1895,135459.3793
1896,122758.9955
1897,115137.5606
1898,102504.2847
1899,140171.5132
1900,146080.4957
1901,161099.0811
1902,153751.5066
1903,201633.2322
1904,144526.7642
1905,191424.6067
1906,158716.8882
1907,193455.6734
1908,112186.4419
1909,131595.9369
1910,117308.867
1911,212462.3307
1912,312844.8508
1913,162499.9738
1914,56351.72861
1915,341229.4315
1916,73740.52888
1917,255755.346
1918,140351.2008
1919,157943.0868
1920,137211.3706
1921,403341.9005
1922,353670.6382
1923,223185.8855
1924,238031.9258
1925,199501.5819
1926,394076.3179
1927,134306.5299
1928,157467.4447
1929,123612.284
1930,138084.6414
1931,142097.0385
1932,146463.545
1933,177141.4773
1934,178153.8177
1935,176199.6698
1936,186870.7021
1937,193129.0627
1938,173453.2133
1939,298247.8975
1940,188319.6251
1941,174774.5301
1942,181334.5068
1943,212418.6604
1944,342180.1587
1945,393283.09
1946,161376.3183
1947,337971.2885
1948,193331.6545
1949,231614.7476
1950,173447.8189
1951,237569.2033
1952,203943.6262
1953,176806.3947
1954,189288.7361
1955,135745.535
1956,334476.7568
1957,151646.8916
1958,284226.7185
1959,120676.4538
1960,110683.6133
1961,133457.8277
1962,97597.63986
1963,106560.7048
1964,101229.7609
1965,139881.9633
1966,141493.92
1967,319337.0395
1968,415575.541
1969,373211.4889
1970,430031.9383
1971,488866.7922
1972,370204.1932
1973,277070.3286
1974,325279.4498
1975,523560.4843
1976,262359.5103
1977,372445.9225
1978,402060.4828
1979,335254.629
1980,193871.0205
1981,349331.0086
1982,220214.882
1983,209195.384
1984,148877.7246
1985,207362.5499
1986,198102.9238
1987,179824.4225
1988,179066.956
1989,188875.1117
1990,213446.0218
1991,232495.5281
1992,217625.219
1993,158733.5878
1994,228380.6385
1995,182118.9879
1996,248575.1151
1997,338734.578
1998,329081.1588
1999,293013.0202
2000,293187.3019
2001,247936.9985
2002,245971.2187
2003,249016.848
2004,229985.0864
2005,246644.8551
2006,244673.6092
2007,243394.6183
2008,230572.1241
2009,196357.3604
2010,184879.7711
2011,144837.6641
2012,182859.1347
2013,182753.5577
2014,189513.2705
2015,206876.5715
2016,193024.9886
2017,206431.9703
2018,115288.5038
2019,136962.0195
2020,99505.99471
2021,103218.7596
2022,181187.6445
2023,145216.7077
2024,238952.9206
2025,379514.4913
2026,182151.2314
2027,162470.0909
2028,153572.2959
2029,176505.2317
2030,269844.3825
2031,248807.7258
2032,291482.5009
2033,255938.8035
2034,179014.6281
2035,226006.1046
2036,206970.3552
2037,210045.1232
2038,339634.1945
2039,240128.1271
2040,347601.2362
2041,276262.9531
2042,197794.1685
2043,166189.9
2044,177769.6523
2045,220751.6256
2046,131840.1496
2047,145530.3114
2048,144493.5375
2049,125321.217
2050,185253.8586
2051,108965.8731
2052,137163.4493
2053,140044.1636
2054,87427.16495
2055,161982.5687
2056,134761.7198
2057,120991.6935
2058,218344.7935
2059,131504.2301
2060,168025.7993
2061,172319.5624
2062,131956.0209
2063,113852.7268
2064,149916.8839
2065,134310.6896
2066,175751.3853
2067,99591.64772
2068,136741.9909
2069,82700.51459
2070,115994.0388
2071,95209.17641
2072,145967.9126
2073,143598.9559
2074,177516.408
2075,148104.161
2076,130285.2094
2077,165051.3415
2078,129958.4493
2079,130960.3235
2080,113090.0119
2081,121763.9665
2082,106105.9095
2083,140197.8761
2084,110228.871
2085,129306.0423
2086,120542.17
2087,111964.9109
2088,98410.86177
2089,76796.00595
2090,124309.864
2091,124334.4229
2092,123962.6948
2093,125916.1534
2094,119206.2495
2095,149548.3662
2096,84212.39579
2097,96919.75926
2098,142098.3903
2099,49627.51982
2100,71653.09777
2101,125178.9835
2102,132045.2196
2103,102352.0508
2104,113508.4225
2105,126277.4112
2106,64939.18835
2107,232850.2958
2108,113336.2807
2109,111353.4517
2110,129060.7901
2111,143178.1286
2112,142352.291
2113,118303.4343
2114,106417.1487
2115,159007.5122
2116,115665.202
2117,147419.9251
2118,123431.6958
2119,104266.4127
2120,115699.1574
2121,81958.07794
2122,99957.61741
2123,85797.17035
2124,175752.6133
2125,117682.5701
2126,163164.1761
2127,175115.3744
2128,120873.26
2129,88751.32327
2130,139646.4775
2131,158489.3488
2132,110965.1014
2133,124313.4711
2134,123235.4197
2135,94293.93969
2136,63889.40226
2137,111658.3755
2138,127818.7071
2139,156064.2824
2140,141790.7054
2141,150876.8187
2142,125443.9011
2143,146738.6403
2144,140485.506
2145,133547.7389
2146,155594.4867
2147,127072.5296
2148,124043.3527
2149,146127.7886
2150,229144.7772
2151,106569.87
2152,175294.7088
2153,172778.1882
2154,113263.4482
2155,144074.3357
2156,243678.1982
2157,225788.0799
2158,240592.7952
2159,205549.5951
2160,162818.0706
2161,251100.7418
2162,457989.1142
2163,338550.3519
2164,242958.8226
2165,189722.9599
2166,147000.7417
2167,230124.4217
2168,206212.5048
2169,197009.8476
2170,225954.0492
2171,152665.8275
2172,133971.713
2173,172301.2338
2174,230624.2037
2175,314863.5059
2176,338300.8499
2177,247676.6743
2178,209205.8479
2179,135283.4674
2180,213279.6337
2181,192536.9682
2182,212700.0092
2183,194103.3372
2184,125118.9598
2185,125137.2136
2186,147476.8586
2187,154133.5421
2188,157841.5299
2189,221516.0789
2190,82305.61686
2191,72402.52448
2192,91312.07391
2193,105730.9975
2194,104573.442
2195,109041.5862
2196,105951.0473
2197,109243.8945
2198,160157.9123
2199,181267.5646
2200,151233.7721
2201,137586.0453
2202,226223.0561
2203,131778.4666
2204,182911.8094
2205,120727.3075
2206,162570.742
2207,223460.549
2208,219498.4981
2209,234311.7383
2210,128470.2531
2211,112049.6305
2212,117221.5661
2213,107960.8818
2214,127357.5009
2215,107217.2885
2216,140940.3498
2217,85588.9253
2218,68983.18544
2219,79008.91726
2220,72321.22845
2221,340651.7767
2222,260955.444
2223,315516.6207
2224,213199.8241
2225,109528.9565
2226,195788.7566
2227,186804.8289
2228,297918.7676
2229,246988.5878
2230,171548.4929
2231,227437.7575
2232,190458.4578
2233,159118.6665
2234,269375.9942
2235,218001.9811
2236,267379.9511
2237,320029.0556
2238,209556.2716
2239,100992.443
2240,163060.5587
2241,167022.1076
2242,130551.9518
2243,120169.6579
2244,103830.4742
2245,111358.4642
2246,139519.4862
2247,101773.5097
2248,115554.2211
2249,121538.447
2250,135693.5023
2251,120040.2724
2252,172074.8933
2253,154105.6218
2254,179020.1683
2255,190573.4975
2256,184691.0668
2257,207888.4014
2258,172645.1629
2259,182378.0845
2260,166326.9194
2261,196791.3607
2262,202868.5952
2263,366130.1584
2264,461605.0957
2265,172243.4152
2266,327120.1647
2267,373274.9975
2268,441985.2258
2269,147534.0308
2270,194268.8263
2271,211610.2292
2272,186493.5232
2273,156689.1053
2274,185246.9686
2275,183812.4922
2276,202275.1877
2277,185166.5796
2278,144453.9739
2279,138051.107
2280,103763.4094
2281,162207.9611
2282,181349.9999
2283,105118.7696
2284,120354.9276
2285,150210.3542
2286,115958.7322
2287,364814.1359
2288,296964.3013
2289,369403.5596
2290,440292.0811
2291,328554.476
2292,460033.6589
2293,451690.0857
2294,434092.5084
2295,452901.746
2296,283857.8114
2297,329645.4271
2298,305738.2194
2299,401543.45
2300,345397.3145
2301,304692.272
2302,228689.0401
2303,256678.0729
2304,187453.7325
2305,188032.0389
2306,180407.9602
2307,191303.5335
2308,212340.8004
2309,278060.9401
2310,212026.2985
2311,183362.2818
2312,156119.369
2313,173543.0821
2314,172020.3224
2315,179988.729
2316,189760.9872
2317,181885.9774
2318,182823.5747
2319,178805.8609
2320,197266.7709
2321,239334.0998
2322,165912.4767
2323,172951.4346
2324,166167.59
2325,212001.0216
2326,156007.2326
2327,207612.7869
2328,234524.459
2329,194341.6879
2330,175691.0123
2331,355290.4379
2332,399716.2103
2333,317915.9997
2334,260472.7915
2335,300396.2939
2336,306353.5896
2337,221857.7556
2338,268906.8309
2339,231245.3361
2340,424483.1096
2341,204882.2195
2342,239344.5939
2343,222935.6733
2344,224772.4544
2345,251762.6128
2346,225948.6678
2347,212933.5438
2348,237593.4588
2349,171497.5757
2350,317232.0187
2351,260833.7012
2352,262501.1933
2353,238493.2677
2354,139206.628
2355,155046.1159
2356,149405.0198
2357,197659.3494
2358,193817.4889
2359,127946.5975
2360,117566.8351
2361,148218.2249
2362,278405.2728
2363,149162.5581
2364,156783.479
2365,211494.7349
2366,159717.7005
2367,181656.5407
2368,221200.2367
2369,224729.5356
2370,176566.8116
2371,172600.3501
2372,197016.6957
2373,297775.5081
2374,340649.9073
2375,264620.6817
2376,297159.7351
2377,351299.0941
2378,143348.1675
2379,192849.7812
2380,142753.4192
2381,166801.2111
2382,198690.009
2383,201132.5068
2384,246357.2714
2385,162560.5127
2386,135293.9809
2387,142538.608
2388,88258.91954
2389,121385.8327
2390,156384.5812
2391,147823.4419
2392,114181.9471
2393,174423.7669
2394,150265.9851
2395,220026.8829
2396,148630.0271
2397,230249.9246
2398,135702.809
2399,51198.73833
2400,63569.50203
2401,103612.552
2402,136920.1792
2403,128498.605
2404,148597.5704
2405,167194.7451
2406,140946.1036
2407,126461.5502
2408,141877.8728
2409,129555.8646
2410,160726.7768
2411,118507.7026
2412,162584.0586
2413,133438.0278
2414,142711.0002
2415,117743.6565
2416,134884.2296
2417,133758.8515
2418,127807.7331
2419,120803.0444
2420,123616.9572
2421,135616.6854
2422,116047.119
2423,139184.6031
2424,159217.7731
2425,278223.6435
2426,127514.5328
2427,139275.6
2428,175143.0641
2429,109613.9601
2430,132161.4969
2431,105939.7635
2432,156579.7972
2433,151982.7894
2434,148068.0085
2435,151950.8544
2436,111575.3741
2437,115972.7323
2438,132145.5533
2439,105505.8339
2440,120707.8944
2441,83099.82714
2442,92358.53458
2443,117316.7801
2444,131603.9399
2445,92542.80159
2446,137296.2726
2447,178389.7259
2448,139754.5761
2449,104495.3198
2450,157526.5186
2451,119995.3565
2452,193453.8773
2453,92578.70746
2454,123071.7019
2455,121328.6752
2456,138368.7862
2457,120596.265
2458,130533.4367
2459,107556.4819
2460,131823.0319
2461,116390.3067
2462,136986.8713
2463,136285.742
2464,180277.9744
2465,140863.9818
2466,124361.4118
2467,139514.9636
2468,93314.93997
2469,86141.68529
2470,174193.545
2471,215733.7554
2472,164087.1961
2473,116409.1106
2474,77540.23387
2475,203635.083
2476,114859.2113
2477,125854.6408
2478,147068.8745
2479,102314.2353
2480,152859.9096
2481,125707.3067
2482,137265.2365
2483,112887.2832
2484,134800.4582
2485,126053.5891
2486,164351.4244
2487,178797.136
2488,154735.6579
2489,152078.1626
2490,155171.1664
2491,96484.24188
2492,180663.3498
2493,147786.6434
2494,169763.2678
2495,76505.67504
2496,229737.8968
2497,146119.2516
2498,111073.9805
2499,94163.26139
2500,125065.3714
2501,138096.6757
2502,152110.6546
2503,99008.00323
2504,179926.5479
2505,220282.2863
2506,261327.8308
2507,298409.4322
2508,259486.9268
2509,214291.7341
2510,222398.8402
2511,174453.3589
2512,206609.6046
2513,210216.9977
2514,234611.8658
2515,160847.2037
2516,178049.9601
2517,141527.6054
2518,154732.5685
2519,231890.712
2520,206758.0431
2521,188022.0714
2522,225574.7778
2523,128663.2973
2524,138436.9501
2525,141139.9887
2526,143882.241
2527,121775.6423
2528,133179.0917
2529,140449.2312
2530,117611.021
2531,245433.9908
2532,225962.9225
2533,194893.0397
2534,223140.9027
2535,317800.2821
2536,246271.1662
2537,240532.8034
2538,180208.533
2539,187605.5514
2540,175554.984
2541,185278.0757
2542,164181.3042
2543,125282.392
2544,123034.5767
2545,139586.8691
2546,134262.2176
2547,143471.748
2548,135461.13
2549,156165.3702
2550,302064.5642
2551,138574.0252
2552,120739.7947
2553,63381.34465
2554,107286.2782
2555,130597.7438
2556,102541.3665
2557,94255.0839
2558,145136.8272
2559,132224.1607
2560,134342.8883
2561,143977.6726
2562,131877.8221
2563,140076.5362
2564,191961.6221
2565,149269.2083
2566,174759.9687
2567,116268.9313
2568,224206.0761
2569,216953.3827
2570,123165.1974
2571,188777.6717
2572,146465.9939
2573,220866.6789
2574,236878.3433
2575,129374.2084
2576,124669.8125
2577,171534.2181
2578,70528.99198
2579,46615.53755
2580,126522.1246
2581,107791.6034
2582,107579.2889
2583,281653.9468
2584,149433.5142
2585,169241.012
2586,192869.9141
2587,195093.1166
2588,153629.402
2589,143773.3185
2590,191510.4331
2591,247581.933
2592,211185.2589
2593,244052.0944
2594,169368.8931
2595,223764.5534
2596,318029.8975
2597,179778.7486
2598,287935.5661
2599,311700.0937
2600,204675.4511
2601,168460.2208
2602,73518.50149
2603,93890.64874
2604,82692.68146
2605,67206.63195
2606,151076.9387
2607,209349.3584
2608,190547.3672
2609,164995.9431
2610,107159.5981
2611,120190.0494
2612,155246.9217
2613,128156.6543
2614,126248.4696
2615,153666.5878
2616,145712.4554
2617,170673.7569
2618,229198.6037
2619,196817.6325
2620,193328.5968
2621,181271.4466
2622,176444.7531
2623,243507.837
2624,299277.5722
2625,346694.5242
2626,174885.1671
2627,174441.3641
2628,448491.4924
2629,480055.8601
2630,395495.7624
2631,477184.8307
2632,404169.3978
2633,341470.8702
2634,388150.4953
2635,159452.7478
2636,171808.0919
2637,189377.5728
2638,248764.9297
2639,189528.0286
2640,158324.131
2641,107691.945
2642,179791.2438
2643,97036.62084
2644,116794.386
2645,106235.3856
2646,101069.2551
2647,93611.17367
2648,142818.2895
2649,148398.9621
2650,146206.0013
2651,151903.1925
2652,409988.8303
2653,250573.0539
2654,242083.3652
2655,410370.2822
2656,305737.7643
2657,344886.2853
2658,294483.56
2659,322794.5703
2660,367899.1562
2661,354800.7247
2662,349330.5402
2663,279138.0579
2664,277665.2289
2665,314721.7966
2666,300591.0815
2667,93813.65802
2668,175821.7398
2669,177693.5861
2670,295079.3946
2671,191448.4888
2672,180820.8176
2673,213933.8531
2674,195459.7898
2675,175252.5681
2676,192416.741
2677,193003.2714
2678,256860.6912
2679,280046.2717
2680,292976.5454
2681,422250.3535
2682,320334.8878
2683,562871.1196
2684,318657.1117
2685,352519.5059
2686,243609.3806
2687,317883.4632
2688,222247.9233
2689,227342.5364
2690,412586.5793
2691,187836.3081
2692,127306.5043
2693,199928.1938
2694,135648.8254
2695,186546.6812
2696,187314.0582
2697,184628.5993
2698,187869.7706
2699,167239
2700,158655.238
2701,151197.0857
2702,107282.2867
2703,114766.9578
2704,136921.397
2705,121798.7226
2706,119771.8863
2707,127131.4578
2708,136233.5361
2709,106952.8042
2710,124628.5189
2711,344531.5582
2712,400639.917
2713,165767.9504
2714,147507.8042
2715,164324.7521
2716,136145.4736
2717,192075.2829
2718,219937.8531
2719,154065.8508
2720,168338.0254
2721,141761.4949
2722,162346.0198
2723,149165.6812
2724,134200.694
2725,129978.7097
2726,148250.0113
2727,183586.2317
2728,163424.6607
2729,148806.2704
2730,144115.2728
2731,132002.2264
2732,132279.3523
2733,159661.4666
2734,146334.1626
2735,133002.5965
2736,143693.9769
2737,122002.0511
2738,127073.499
2739,170360.313
2740,138240.4348
2741,145178.5639
2742,152295.0383
2743,144975.677
2744,158452.7372
2745,145497.5529
2746,139689.6805
2747,153884.4414
2748,121945.225
2749,127021.6135
2750,134022.4182
2751,134626.8006
2752,205218.6063
2753,155131.0973
2754,225479.9732
2755,130955.5869
2756,99158.73229
2757,75747.49852
2758,73119.79168
2759,163155.2765
2760,129749.1706
2761,145831.6745
2762,144424.1209
2763,173978.661
2764,128910.9171
2765,274600.8765
2766,117286.8264
2767,91349.23811
2768,113862.3667
2769,142422.7401
2770,142876.3614
2771,110287.5988
2772,109522.612
2773,148528.3274
2774,132908.6158
2775,118484.9115
2776,140337.8892
2777,147426.562
2778,109785.955
2779,130496.3009
2780,103314.0765
2781,93402.16388
2782,91199.75676
2783,97802.81954
2784,122480.7081
2785,146022.0778
2786,62809.29742
2787,126045.3916
2788,72921.84555
2789,190959.2675
2790,91985.72834
2791,111337.372
2792,51470.17114
2793,171626.9915
2794,99924.04517
2795,118054.9709
2796,116062.5194
2797,193682.99
2798,103038.6951
2799,111971.0078
2800,69584.008
2801,107434.924
2802,137391.4354
2803,159219.0286
2804,149973.7122
2805,114025.6618
2806,68206.27355
2807,154772.2559
2808,158523.6294
2809,128897.9402
2810,126900.1011
2811,153092.9144
2812,149264.6739
2813,148595.7449
2814,142703.2742
2815,89746.91944
2816,264539.9374
2817,154605.5929
2818,134148.1515
2819,178415.7404
2820,141013.6969
2821,104501.7949
2822,232297.6268
2823,251314.064
2824,187790.2593
2825,168241.4541
2826,129136.0715
2827,135604.5609
2828,206657.4678
2829,185053.9399
2830,234740.5817
2831,180933.653
2832,245073.6062
2833,303931.9651
2834,213188.2727
2835,217524.17
2836,183467.8613
2837,160084.1052
2838,147222.9767
2839,186884.3511
2840,208918.2238
2841,206968.5073
2842,218954.3798
2843,164407.0419
2844,151841.0771
2845,115082.2115
2846,211296.0334
2847,215323.5382
2848,220048.2431
2849,199326.0907
2850,272099.2917
2851,208929.2477
2852,224565.3102
2853,240104.6953
2854,144527.9539
2855,195049.8484
2856,199666.4533
2857,182750.2106
2858,191389.5856
2859,135524.2334
2860,126117.343
2861,127434.9326
2862,180564.2897
2863,118206.9854
2864,238211.4996
2865,141958.8024
2866,130582.8612
2867,104769.4638
2868,105669.247
2869,100268.8005
2870,121389.2996
2871,87304.00492
2872,40023.39884
2873,103851.1471
2874,133942.3843
2875,119058.4519
2876,156012.6244
2877,135402.3313
2878,167000.9983
2879,127815.6869
2880,95871.26146
2881,146848.4236
2882,175233.9606
2883,189425.7766
2884,194154.1376
2885,194706.3611
2886,225912.0691
2887,102135.6056
2888,129803.6571
2889,49956.54722
2890,83626.92345
2891,136485.8027
2892,41260.04292
2893,91077.8421
2894,62515.13429
2895,254954.9756
2896,282153.0511
2897,203383.3571
2898,137478.5625
2899,239582.0211
2900,157720.3708
2901,240220.2045
2902,186746.903
2903,332175.3318
2904,319863.5808
2905,94662.5493
2906,201764.48
2907,107604.0485
2908,139472.4646
2909,127153.7411
2910,80533.21217
2911,73125.89829
2912,148327.6252
2913,78196.26463
2914,68144.02105
2915,75314.09213
2916,79400.79011
2917,149550.6907
2918,120820.3144
2919,225538.4368
